id,title,summary,gender,min_age,max_age
NCT01032850,Sorafenib With Capecitabine for Patients With Measurable Hepatocellular Carcinoma,"
      This research study will evaluate Sorafenib (Nexavar®) and Capecitabine (Xeloda®) to see the
      following:

        -  how effective this combination of study drugs will be in treating HCC

        -  how long subjects respond to these study drugs

        -  what types of side effects can be expected, and

        -  how severe the side effects are

      All subjects in this study will receive:

        -  Sorafenib twice a day by mouth

        -  Capecitabine twice a day by mouth

      Treatment will be given in a 28-day treatment cycle.

      Subjects will take sorafenib every day of the cycle. Subjects will take capecitabine on days
      1-7 and 15-21 of the cycle
    ",All,18 Years,N/A
NCT01034813,Joint Range of Motion in Burn Scars,"
      The purpose of this study is to determine the relationship between cutaneous functional
      unit(CFU)recruitment throughout the available active range of motion of a prescribed joint in
      normal subjects and patients with burn scars. Specifically, this study will determine if
      differences in CFU recruitment exist between normal subjects and individuals with burn scars
      at the dorsal hand, dorsal or volar forearm, or anterior or posterior arm during active range
      of motion of the MCP joint during flexion, or the wrist or elbow during flexion or extension,
      respectively.
    ",All,18 Years,60 Years
NCT01035580,Trial on Safety and Pharmacokinetics of Intravaginal Curcumin,"
      The main objective of this study is to determine the maximum tolerable dose and safety of
      intravaginal curcumin in a normal population of women (women with no evidence of cervical
      cytological abnormalities by pap testing).
    ",Female,18 Years,45 Years
NCT01034618,Protein Hydrolyzation and Glycemic Control,"
      The insulinotropic effects of protein hydrolysate/amino acid ingestion have been shown to
      regulate blood glucose homeostasis in both type 2 diabetes patients and normoglycemic
      controls. The objective of the study is to investigate the optimal dose of such an
      insulinotropic mixture.
    ",Male,40 Years,70 Years
NCT01035905,Comparative Clinical Evaluation of Daily Disposable Lenses in Symptomatic Daily Disposable Lens Wearers,"
      The purpose of this study is to evaluate the extent to which symptoms improve in symptomatic
      contact lens wearers when fit with one of two different daily disposable contact lenses.
    ",All,N/A,N/A
NCT01038739,Two Doses Mesalazine Granules Versus Placebo for the Prevention of Recurrence of Diverticulitis,"
      The purpose of the study is to determine which dose of mesalazine granules compared to
      placebo is more effective in the prevention of recurrence of disease.
    ",All,30 Years,80 Years
NCT01034540,Effects of Prescription Omega-3 Acids on Glucose and Lipoprotein Lipids in Subjects With Hypertriglyceridemia,"
      The objectives of this study are to assess the effects of 4 g/d prescription omega-3 acid
      ethyl esters (POM3), compared with a placebo, on indices of insulin sensitivity and
      secretion, as well as aspects of the fasting and postprandial lipid and lipoprotein profiles,
      in subjects with hypertriglyceridemia.
    ",All,18 Years,79 Years
NCT01039129,Hybrid Transvaginal-Transabdominal Endoscopic Surgery,"
      The is a pilot study to evaluate the safety and efficacy of hybrid
      transvaginal-transabdominal procedures. Diagnostic peritoneoscopy (visualizing the inside of
      the abdomen), appendectomy (removal of the appendix), and cholecystectomy (removal of the
      gallbladder) will be performed through a vaginal incision with an additional small incision
      in the umbilicus.
    ",Female,18 Years,60 Years
NCT01039077,Single Incision Laparoscopic Gastric Banding Versus Conventional Five Port Laparoscopic Gastric Banding,"
      Gastric banding has been shown to significantly reduce weight and has been approved as a
      treatment of morbid obesity. The standard laparoscopic operation requires five small
      incisions for the introduction of instruments and the band into the patient's abdomen. We
      have developed a technique for performing this operation through a single incision at the
      belly button. This study compares this method to the conventional 5-incision approach.
    ",All,18 Years,60 Years
NCT01036139,Efficacy and Safety of BF2.649 in Excessive Daytime Sleepiness (EDS) in Parkinson's Disease,"
      To compare the efficacy of BF2.649 over placebo (12 week Double-Blind Phase) and assess the
      long term safety and the efficacy maintenance(9 months Open-Label Extension Phase) of BF2.649
      in the improvement of excessive daytime sleepiness in patients diagnosed with Parkinson's
      Disease.
    ",All,30 Years,80 Years
NCT01033097,Safety and Efficacy of DNK333 in Atopic Dermatitis Patients,"
      This study will assess the safety and efficacy of DNK333 in patients with atopic dermatitis
      suffering from pruritus, who require systemic treatment of the disease.
    ",All,18 Years,60 Years
NCT01035372,Pilot Study on the Tolerability of Dietary Dried Plum,"
      Dried plums (Prunus domestica L.) have traditionally been recognized for their health
      benefits related to conditions such as constipation, irregular menstrual cycles and mouth
      sores. This dried fruit provides high levels of fiber, vitamins and minerals. Dried plum has
      also been shown in animal studies to have beneficial effects on bone and can prevent the loss
      of bone caused by low hormone levels such as occurs after surgical removal of the ovaries. We
      also have shown that dried plum can prevent the loss of bone associated with aging in mice.
      Very few therapies for osteoporosis actually reverse bone loss and improve bone strength. The
      potential therapeutic value of dried plum in men and women with hormone deficiency or
      age-related osteoporosis is clear.
    ",All,50 Years,75 Years
NCT01038947,Safety and Efficacy Study of Intramuscular Uricase-PEG 20,"
      The purpose of this study is to assess the safety, pharmacokinetics and pharmacodynamics of
      single and multiple intramuscular doses of Uricase-PEG 20
    ",All,40 Years,75 Years
NCT01031797,QT Dispersion in Patients With Systemic Lupus Erythematosus (SLE),"
      QT dispersion can be a useful, simple noninvasive method for the early detection of cardiac
      involvement in SLE patients with active disease. The investigators therefore recommend
      cardiovascular evaluation for every SLE patient with an SLEDAI higher than 10.
    ",All,18 Years,N/A
NCT01031004,Vistakon Investigational Lens Worn as a Single Use Daily Wear,"
      This study is intended to show that the investigational contact lens is clinically equivalent
      to a currently approved contact lens, when worn as single-use on a daily basis.
    ",All,18 Years,N/A
NCT01030120,Etanercept for the Treatment of Chronic Urticaria,"
      The purpose of this study is to evaluate the safety and efficacy of etanercept for patients
      with chronic idiopathic urticaria unresponsive to antihistamines.
    ",All,18 Years,N/A
NCT01034449,Transplantation of Ex-vivo Expanded Cord Blood Stems Cells,"
      This program offers the opportunity to receive an allogeneic transplant to try to control the
      malignant hematologic in the absence of acceptable conventional donor and with a risk-benefit
      ratio equivalent to that which would be expected with a transplant from a more conventional
      donor.

      An economy of means in that this method could serve as an alternative to 2 units of placental
      blood transplantation. The current cost of disposal of a unit of placental blood from a bank
      is approximately 22000 € (Source: Biomedicine Agency, 2007 rates). The amplification process
      as controlled by ""EFSAL"" is 12000 €. Therefore, buying a unit and ex-vivo amplification is
      more economical. Moreover, the availability of placental blood is not infinite, and the use
      of one unit per patient will also save resources that can be valuable for certain groups of
      patients.

      In the longer term, methods of amplification of specific immunocompetent cells (from the
      fraction of CD 34 neg cells) are already being evaluated in the laboratory. They allow to
      consider a faster recovery, better and more targeted, including cells against the disease for
      which transplantation is performed.
    ",All,18 Years,65 Years
NCT01032395,"Immunogenicity, Safety, and Tolerability of an MF59-Adjuvanted Versus Non-Adjuvanted Influenza Vaccines in Patients With Chronic Pulmonary Disease, Chronic Heart Disease, or Diabetes Mellitus","
      This is a phase III, randomized, controlled, open label study with two vaccine regimens. The
      study will assess the relative safety and immunogenicity of vaccine regimens comparing
      adjuvanted versus non-adjuvanted formulations of A(H1N1) inactivated influenza virus vaccine
      in subjects with Chronic Pulmonary Disease, Chronic Heart Disease, or Diabetes Mellitus, and
      to compare safety and immunogenicity data with a contemporaneously enrolled control group of
      age-comparable, healthy subjects.

      Because certain individuals may be hypo-responsive to influenza vaccination, additional
      studies with high-risk groups are warranted in order to determine the optimal vaccine
      formulation and dosing schedule for prevention of novel H1N1 virus infection.
    ",All,18 Years,70 Years
NCT01033305,Oral Ciclosporin for Colonic Release in Ulcerative Colitis (CyCol™),"
      This is a multi-center study in Ireland and United Kingdom to determine the effects, safety
      and tolerability of a drug called CyCol™ in improving mild to moderate ulcerative colitis
      (UC).

      Informed consent will be obtained and following confirmation of eligibility and disease
      assessment, study participants will be randomised (allocated by chance) to take either
      CyCol™, or placebo, orally once every day for four weeks. Study visit assessments will
      include blood and stool tests, physical examinations and flexible sigmoidoscopies (inspection
      of the bowel wall using a flexible camera).

      Half the participants will receive CyCol™ and half will receive placebo. At the end of
      treatment (4 weeks) study participants will be reassessed again and the findings in those who
      received CyCol™ will be compared with those who received placebo. Any side effects
      experienced during the study and the safety of treatment with CyCol™ will also be evaluated.
    ",All,18 Years,N/A
NCT01038336,Hearing Loss Prevention for Veterans,"
      Hearing loss is the most prevalent service-connected disability in the VA. It causes
      communication difficulties, which contribute to isolation, frustration and depression. A
      major cause of hearing loss is from exposure to high levels of sound, and is referred to as
      Noise Induced Hearing Loss (NIHL). Veterans have inevitably been exposed to high levels of
      sound during military service, and even though they may not yet have NIHL, their ears have
      been damaged. Continued noise exposure in civilian life will result in NIHL. However, it can
      easily be prevented by avoiding noise or using hearing protection. Most people are unaware
      that noise damages hearing, and even when they are, they do not use hearing protection. In
      this study we will use a randomized controlled trial to evaluate the short- and long-term
      effectiveness of two forms of education about NIHL that we have developed for Veterans. One
      is a computerized program; the other is a Hearing Conservation Brochure
    ",All,18 Years,55 Years
NCT01035086,Intervention With Lupin Kernel Fibre in Hypercholesterolemic Subjects,"
      The objective of the conducted study was to determine the efficacy of lupin kernel
      fibre-enriched food (Lupinus angustifolius Boregine) on prevention of risk factors for
      gastrointestinal or cardiovascular diseases.
    ",All,20 Years,75 Years
NCT01035723,Effect of Functional Genetic Polymorphisms on Brain Morphology and Function,"
      Background:

      - New research on genetics and the human genome has helped to identify certain genes that
      affect specific parts of the brain, including the parts that may be involved in drug use and
      dependency. Researchers are interested in studying both genetic information and brain
      activity to better understand variations in brain function among individuals.

      Objectives:

      - To study brain activity in conjunction with specific genetic information provided by
      healthy volunteers including smokers, non-smokers, people with drug dependence, and those who
      do not have any dependence on any substance.

      Eligibility:

      - Healthy volunteers between 18 and 50 years of age.

      Design:

        -  This is an 8 10 hour study which may be completed in 1, 2, or 3 visits.

        -  Participants will complete questionnaires about emotional and psychological responses to
           different situations, including stressful situations.

        -  Participants will have a training session in a mock (fake) scanner to practice tasks to
           be completed in the real scanner.

        -  Participants will have the following two types of magnetic resonance imaging (MRI) scans
           in one scan session of the brain:

        -  A structural MRI scan to provide basic information about each participant's brain.

        -  A functional MRI scanning session, in which participants will perform a memory task to
           provide information about brain activity.

        -  Participants will provide blood samples for research and testing....
    ",All,18 Years,50 Years
NCT01031706,Effect of Hypertonic Saline on Mucus Clearance in Children Ages 5-12 With Cystic Fibrosis,"
      Previous work demonstrated that inhaled hypertonic saline (HS) reduces exacerbation frequency
      and improves lung function in adults with cystic fibrosis (CF). It is unclear, however,
      whether HS will benefit young patients suffering from CF. The investigators propose to
      further support the concept that HS can benefit children with mild CF lung disease by
      performing a relatively short, placebo controlled study of HS in 5-12 year olds, using lung
      function and mucociliary clearance as key outcome measures.
    ",All,5 Years,12 Years
NCT01037127,Study to Determine the Effectiveness of GSK1120212 in BRAF Mutation-positive Melanoma Previously Treated With or Without a BRAF Inhibitor,"
      MEK113583 is a Phase II open-label, multi-site study to investigate the objective response
      rate, safety, and pharmacokinetics of GSK1120212 in subjects with BRAF mutation-positive
      melanoma who were previously treated with or without a BRAF inhibitor. GSK1120212 is a potent
      and highly selective inhibitor of MEK activation and kinase activity.
    ",All,18 Years,N/A
NCT01038232,Measuring Distress Tolerance With Functional MRI,"
      Background:

      - People who are in treatment for substance abuse often feel distress during the withdrawal
      period and afterward. Some individuals feel distress more acutely than others, and this
      distress has been linked to poor treatment outcomes and increased risk of relapse in smokers,
      alcoholics, and cocaine- and heroin-dependent individuals. More research is needed on the
      effects of distress on the brain, particularly in individuals who are seeking treatment for
      substance abuse. Researchers are interested in using functional magnetic resonance imaging
      (fMRI) scanning to study distress tolerance in both substance users seeking treatment and
      healthy non-drug-using volunteers.

      Objectives:

      - To use functional magnetic resonance imaging to study the effectiveness of a distress
      tolerance assessment.

      Eligibility:

      - Individuals between 18 and 50 years of age who are either cocaine dependent or healthy
      non-drug-using volunteers.

      Design:

        -  This study involves an initial screening visit and a scanning visit, with four followup
           visits.

        -  Participants will be screened with a medical history and physical examination, as well
           as blood samples and questionnaires about mood and past and current drug use.

        -  Participants will have a structural MRI scan of the brain to provide a baseline reading
           for comparison. Participants will then have an fMRI scanning session, which will include
           both the distress tolerance assessment and relevant control tasks. Heart rate, blood
           pressure, and other physical reactions will be monitored throughout the scan.
           Participants will also provide blood and saliva samples to measure stress hormone
           levels.

        -  Participants will be eligible to have followup assessments with fMRI scanning 1, 3, 6,
           and 12 months after the scanning visit.
    ",All,18 Years,55 Years
NCT01038596,Mesenchymal Stromal Cells and Osteoarthritis,"
      Osteoarthritis (OA) is one of the most frequent musculoskeletal disorders and represents the
      main indication for total joint arthroplasty. Multipotent mesenchymal stromal cells (MSCs)
      can be easily isolated and culture expanded from bone marrow aspirates and provide an
      excellent source of progenitor cells for cell-based regeneration strategies due to their ex
      vivo differentiation and proliferation capacity. Although there are hints that MSCs derived
      from OA patients may exhibit altered function the role of MSCs with respect to disease
      development and progression of OA is not clearly understood to date. To assess whether
      advanced-stage OA affects MSCs' suitability for musculoskeletal regenerative therapy, in the
      present study, we compare proliferation and differentiation potential of MSCs from
      osteoarthritic versus healthy donors.
    ",All,50 Years,90 Years
NCT01038037,First-Line Chemotherapy and Panitumumab in Advanced Non-Small Cell Lung Cancer,"
      The purpose of this study is to determine whether the addition of panitumumab to standard
      chemotherapy in first-line treatment of advanced Non Small Cell Lung Cancer improves the
      treatment outcome. Patients are selected based on triple mutational status.
    ",All,18 Years,N/A
NCT01034475,"Study to Evaluate Safety, Tolerability, Maximum Tolerated Dose (MTD), Efficacy, and Pharmacokinetics (PKs) of CPI-613 Given Twice Weekly for Three Consecutive Weeks in Patients With Advanced Hematologic Malignancies","
      Chemotherapy resistance is a major cause of death in patients with advanced hematologic
      malignancies. The proposed novel mechanism of action, non-cross resistance with
      chemotherapeutic agents currently used in the clinic, and lack of CPI-613-related
      myelosuppression preclinically and clinically to date make CPI-613 a suitable candidate for
      phase I clinical trial in these patients. The current trial is one of several clinical trials
      of CPI-613. Other clinical trials that are conducted in patients with solid tumors have
      already been initiated.

      The primary objective of this study is to determine the safety and MTD of CPI-613 when
      administered 2x weekly for 3 consecutive weeks.

      The secondary objective is to determine the PKs of CPI-613 following IV administration and to
      observe the anti-tumor effects of CPI-613, if any occur.
    ",All,18 Years,N/A
NCT01033214,ENTRUST - TAArget® Thoracic Stent Graft Clinical Trial,"
      Evaluate the safety and effectiveness of endovascular repair with the LeMaitre TAArget
      thoracic stent graft as an alternative to open surgical repair.
    ",All,18 Years,N/A
NCT01031745,"Contingency Management in the Delivery of HAART to Drug Users in Chennai, India","
      Drug use (DU) is a major risk factor for HIV infection in many regions of the world. However,
      as highly active antiretroviral therapy (HAART) has been rolled out in South and South East
      Asia, less than 2% of individuals initiated on HAART were drug users (DUs) or former DUs,
      despite the fact that approximately 20% of HIV infections in the region are ascribed to DU.
      India is home to about 2.4 million HIV-infected individuals. Though, injection drug users
      contribute to only about 3% of all HIV infections in India; it is estimated that there are
      between 168,000 and 1.1 million DUs in India with HIV prevalence about 30%. Novel approaches
      are needed to engage disenfranchised populations in HIV care in lower and middle income
      countries, where the burden of HIV disease is growing. Incentive-based strategies (or
      contingency management) have been shown to be effective in reducing illicit drug use, smoking
      cessation, and weight loss. Short-term pilot studies have also shown that incentive-based
      strategies can improve electronically-monitored rates of adherence to HAART in the US, and a
      recent study in Africa showed that a small incentive approximately doubled the rate that
      individuals returned to learn the results of their HIV test. However, to date there is no
      experience with the use of incentive-based interventions to improve engagement into care and
      risk-reduction among out-of-care HIV-infected DUs in developing world settings. The
      investigators propose to conduct pilot randomized trial comparing a voucher incentive
      strategy to a control condition to improve engagement in HIV care and HIV treatment outcomes
      among out-of-care, treatment-eligible, HIV-infected DUs in Chennai, India. Subjects in the
      incentive arm will be eligible to earn incentive vouchers for 1) initiating HAART at a
      government-sanctioned HIV treatment clinic, 2) adherence to scheduled follow-up visits at the
      HIV clinic, and 3) achieving suppression of HIV RNA. Subjects will be enrolled from a mature
      research venue in Chennai, YR Gaitonde Centre for Substance Abuse-related Research (YRGCSAR),
      which focuses the epidemiology and natural history of HIV in DUs. Preliminary data from this
      pilot study will be used to inform the design of a phase-III study.
    ",All,18 Years,N/A
NCT01039207,"Rilotumumab in Treating Patients With Persistent or Recurrent Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer","
      This phase II trial studies how well rilotumumab works in treating patients with ovarian
      epithelial, fallopian tube, or primary peritoneal cancer that has failed to respond to other
      therapies (persistent) or has returned after a period of improvement (recurrent). Rilotumumab
      is a type of drug called a monoclonal antibody, and may interfere with the ability of tumor
      cells to grow and spread by targeting certain cells and blocking them from working.
    ",Female,18 Years,N/A
NCT01039311,Optical Coherence Tomography: An Adjunct to Flexible Bronchoscopy in the Diagnosis of Lung Cancer,"
      Optical coherence tomography will be a feasible adjunct to flexible bronchoscopy, and provide
      images with good sensitivity and specificity to determine the presence of endobronchial
      malignancies.
    ",All,18 Years,N/A
NCT01039480,Aspirin and Clopidogrel Resistance Study,"
      Resistance to antiplatelet drugs (aspirin, clopidogrel) is a recognized phenomenon with a
      prevalence from 17% to 35%. Resistance as detected by in vitro tests such as Multiple
      Electrode Aggregometry (MEA) has been shown to predict clinical therapy failure. Resistance
      can be caused by clinical, cellular and pharmacogenetic factors. Non compliance is suspected
      to be an important contributing factor. In this study, compliance will be assured with an
      electronical compliance monitoring system. Factors to non response will be identified to find
      plausible explanations when in vitro platelet aggregation inhibition is insufficient despite
      assured compliance. This study will help to disclose the relationship between compliance,
      biomarker and clinical outcome as well as to quantify the impact of non compliance to the
      resistance phenomenon as measured by MEA.
    ",All,45 Years,N/A
NCT01039519,A Study Evaluating STA-9090 in Patients With Metastatic and/or Unresectable Gastrointestinal Stromal Tumor (GIST),"
      The purpose of this study is to determine if STA-9090 is effective in the treatment of
      patients with metastatic and/or unresectable GIST.
    ",All,18 Years,N/A
NCT01039571,Single Versus Double Row Suture Anchor Repair in Medium to Large Rotator Cuff Tears,"
      The purpose of this study is to determine whether double row repair is better in healing than
      traditional single row repair in arthroscopic rotator cuff repair.

      Our null hypothesis is there are no differences in clinical and structural results
    ",All,N/A,N/A
NCT01039701,"4 Week, Safety and Tolerability Study in Patients With Mild to Moderate Alzheimer's Disease","
      The primary purpose of the study is to determine the safety and tolerability of AZD1446 vs
      Placebo given as an add-on treatment to Donepezil for 4 weeks in patients with mild to
      moderate Alzheimer's disease.
    ",All,60 Years,85 Years
NCT01039753,Analysis of Clinical Outcomes in Patients Undergoing Acute Dialysis Therapy at Intensive Care Units,"
      Acute kidney injury is more frequent and the mortality rate would be as high as 50-60% when
      the renal replacement therapy was needed. Many studies about the timing of start and
      discontinuation of dialysis, dialysis dose, dialyzer, anticoagulation and dialysates were
      initiated but the results were still controversial. In addition, more new biomarkers were
      found to predict the outcome of acute kidney injury and these biomarkers may play an
      important role for the dilemma of aforementioned studies.

      This observational prospective study has two objectives:

        1. To find the predictors of outcome for the acute kidney injury with renal replacement
           therapy and determine the appropriate method.

        2. To find the relationship between new biomarkers and acute kidney injury and determine
           whether it can be a factor for the monitor of the response of the renal replacement
           therapy.
    ",All,18 Years,N/A
NCT01039909,A Clinical Study to Assess the Effects of SRT2104 Upon Immobilization-Induced Skeletal Muscle Atrophy in Healthy Human Volunteers,"
      The main purpose of this study is to investigate the effect of SRT2104 upon energy production
      in muscle (specifically the maximum amount of energy produced with muscle contraction), how
      much sugar and fat are stored in the muscle, and the size of the muscle after receiving 2.0 g
      of SRT2104 or placebo given in capsule form once a day for 28 days including a 14 day knee
      and lower leg immobilisation period during the final 14 days of dosing.

      Imaging methods, muscle biopsies and exercise tests will be used in the study to see whether
      the following measurements change after taking SRT2104 for 28 days, including an immobilised
      knee and lower leg for the final 14 days of dosing.

      i) energy reaching the muscles ii) muscle strength iii) changes in the structure of the
      muscle

      This study will also investigate the pharmacokinetics, safety and tolerability of 2.0 g of
      SRT2104 administered orally once daily for 28 consecutive days. The investigation of
      pharmacokinetics of SRT2104 allows us to gather information regarding:

      i) how long it takes for the drug to be absorbed and detected in the blood ii) how much we
      can detect iii) how long we can detect it for iv) how often we need to give the drug to
      maintain a steady amount in the blood.

      SRT2104 will be given to healthy subjects aged between 18 and 40 years old. Subjects will
      participate in this single centre study for approximately 79 days. The study consists of 11
      outpatient clinic visits and 4 telephone calls (including a prescreen call to determine
      whether subjects are interested in participating).
    ",All,18 Years,40 Years
NCT01039974,GSK962040 Drug-drug Interaction Study With Ketoconazole,"
      This study will determine the effect of 400 mg ketoconazole on the pharmacokinetics of a
      single dose of GSK962040. The results from this study will help to estimate the maximum
      increase in exposure during concomitant use of strong CYP3A4 inhibitors. This study will also
      contain an exploratory investigation of biliary secretion of GSK962040 and or its
      metabolites.
    ",All,18 Years,65 Years
NCT01040039,Pilot Study to Assess Gut Mucosal B Cells in Individuals With HCV and HIV,"
      This pilot study aims to study gut B cells in HCV+HIV+, HCV+HIV-, HCV-HIV+, and HCV-HIV-
      volunteers. Volunteers will undergo a screening blood draw and flexible sigmoidoscopy with
      biopsy.
    ",All,18 Years,75 Years
NCT01040052,A Study to Assess the Safety of Adacel® Vaccine,"
      The objective of this study is to describe the safety of Adacel® vaccination in adults
      subjects in Vietnam. This study is conducted in accordance with Vietnamese regulation in
      support to Adacel® registration.

      Primary objective:

      To monitor the adverse effects of the vaccine ADACEL® from day 0 to day 30 after
      immunization.
    ",All,18 Years,45 Years
NCT01040091,Evaluation of the Cellular Pharmacology of Tenofovir and Emtricitabine According to HIV Infection Status,"
      Tenofovir disoproxil fumarate (TDF) and emtricitabine (FTC) are two antiretroviral
      medications used for the treatment and prevention of HIV/AIDS. This study will examine how
      these medications are processed in the body of people who are HIV-infected, as well as in
      people who are HIV-uninfected.
    ",All,18 Years,55 Years
NCT01040195,Combination Disease-Modifying Antirheumatic Drugs (DMARDs) Versus Sulfasalazine in Inflammatory Back Pain,"
      Till now no drug has been conclusively shown to affect the natural course of the inflammatory
      back ache in seronegative spondylarthropathies. Non-steroidal anti-inflammatory drugs
      (NSAIDS) have been the main stay of treatment for these diseases for long. Despite providing
      good pain relief, they are largely ineffective in altering the natural course of these
      diseases. However, very often, in spite of therapy, pain and discomfort continues in these
      patients with recurrent exacerbations. Other drugs have been tried in these patients.

      The DMARDS (Disease Modifying Anti Rheumatic Drugs) are a group of drugs which have come into
      prominence following their remarkable efficacy in the management of Rheumatoid Arthritis,
      another chronic inflammatory autoimmune arthritis. The major drugs which come in this group
      are Methotrexate, Sulfasalazine, Hydroxychloroquine and Leflunomide. Of these drugs, the most
      well studied drug in Spondylarthropathy is Sulfasalazine. Trials have shown variable results
      of response of spondyloarthropathy to sulfasalazine. The other major DMARD tried is
      methotrexate. Though large well controlled trials are lacking, the available data on its
      efficacy in spondyloarthropathy has not been favorable. Leflunomide, the other major DMARD
      has also fared poorly in a controlled trial in ankylosing spondylitis. There is at present
      inadequate data regarding the efficacy of Hydroxychloroquine.

      The discovery of anti TNF-α have been the major breakthrough in the management of ankylosing
      spondylitis (AS) and Spondyloarthropathies (SpA). These drugs, besides providing symptomatic
      improvement, also produce improvement in the indices of disease activity as Bath Ankylosing
      Spondylitis Disease Activity Index (BASDAI) and the Assessment of Spondylo-Arthritis
      International Society (ASAS). Besides, the enormous cost, incurred at a rate of about Rs
      700,000/- per annum, put it out of reach of the majority of affected population. Add to these
      is the increased risk of tuberculosis and fungal infections, a major problem in India.

      In this background there is severe and pressing need for alternate safe and effective drugs
      in the management of these diseases. It is here that the combination DMARD therapy assumes
      importance as a potential safe and cheaper alternative.

      We aim to assess the efficacy of combination DMARD therapy in patients with early
      inflammatory chronic backache in patients with sero negative spondyloarthropathies.
    ",All,18 Years,60 Years
NCT01040312,An Observational Study of CPT-11 Plus Platinum Analogues Regimens and UGT1A1 Genotypes in Solid Tumors,"
      The purpose of this study is to examine the correlation between UGT1A1 genotypes and the
      safety of CPT-11 plus platinum analogues (cisplatin, carboplatin and nedaplatin) regimens for
      patients with lung cancer, cervical cancer, ovarian cancer and gastric cancer.
    ",All,N/A,N/A
NCT01040507,Very Long Term Results After Laparoscopic Retrocolic Antegastric Gastric Bypass,"
      The main aim of this study is to analyze and report the very long-term outcomes after primary
      laparoscopic proximal Roux-en-Y gastric bypass surgery for clinically severe obesity.
    ",All,18 Years,65 Years
NCT01040650,Metabolic Features of Post-Myopathy Patients Associated With Statin Treatment,"
      Statins are a class of drugs given to lower cholesterol. Although statins are considered to
      be generally safe, some studies show that about 10% of people on statins develop
      muscle-related symptoms, from fatigue (tiredness), weakness, cramping, pain and sometimes a
      lifethreatening muscle breakdown condition known as rhabdomyolysis. In some, these symptoms
      may greatly affect their daily activities. One consideration why symptoms develop in only
      some patients is that they may have an underlying problem in the way their muscles use fats
      to produce energy. In these patients, the muscles are not able to fully utilize fats and so
      they become tired more easily. Fat within the muscle can also affect how your body uses a
      hormone called insulin, which affects your blood sugar levels. The investigators are
      specifically interested in previous statin users and determine if the muscle symptoms are
      related to changes in energy and sugar use. We propose to enroll patients who have developed
      muscle side effects on previous statin treatment and have since discontinued statin
      treatment.

      Our aim is to compare the metabolic parameters in these patients to age and gender-matched
      normal individuals.
    ",All,40 Years,65 Years
NCT01040689,Characterization of 24 Hour Spirometry Profiles of Inhaled BI 1744 CL and Inhaled Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease,"
      The study is intended to characterize the lung function profile of BI1744 in COPD patients
      where patients will perform pulmonary function tests at regular intervals for 24 hours at the
      end of a 6 week treatment period. Each patient will receive all four treatments.
    ",All,40 Years,N/A
NCT01040728,"A Randomized, Double-Blind, 4-way Crossover Study to Evaluate the Efficacy of of 24 Hour Spirometry Profiles of Inhaled BI 1744 CL and Inhaled Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease","
      The study is intended to characterize the lung function profile of BI1744 in Chronic
      Obstructive Pulmonary Disease (COPD) patients where patients will perform pulmonary function
      tests at regular intervals for 24 hours at the end of a 6 week treatment period. Each patient
      will receive all four treatments.
    ",All,40 Years,N/A
NCT01041248,Single Patient Study to Treat Relapsing Polychondritis With Tocilizumab,"
      Relapsing polychondritis (RP) is a rare, immune-mediated disease associated with inflammation
      in cartilaginous structures and other tissues throughout the body. Prognosis can be poor,
      especially in cases where there is acute involvement of the laryngotracheal cartilages
      leading to airway destruction, which are resistant to treatments such as corticosteroids,
      immunosuppressive or cytotoxic drugs. The pathogenesis remains unclear although it is thought
      that autoimmune reactions to antigens present in cartilages, such as type II collagen and
      matrilin may evoke symptoms. There are no known clinical or laboratory measures that predict
      the expression of specific disease manifestations or the overall disease course. Two recently
      published case reports have shown an association with elevated serum IL-6 levels and
      relapsing polychondritis. In these case reports, both patients with refractory relapsing
      polychondritis were treated with tocilizumab, a humanized monoclonal antibody to the
      Interleukin 6 receptor, and achieved sustained response to the drug. This single patient
      trial aims to evaluate the response to Tocilizumab in an eight year old boy with relapsing
      polychondritis who has been shown to have elevated serum IL-6 levels and who has responded
      poorly to conventional therapies. The study hypothesis is that Tocilizumab will be able to
      control the disease in this patient.
    ",Male,N/A,N/A
NCT01041404,ToGA Study - A Study of Herceptin (Trastuzumab) in Combination With Chemotherapy Compared With Chemotherapy Alone in Patients With HER2-Positive Advanced Gastric Cancer,"
      This parallel, randomized, open-label, multi-centre study will evaluate the effect on overall
      survival of trastuzumab (Herceptin) in combination with a chemotherapy compared to the
      chemotherapy alone in patients with HER2-positive advanced gastric cancer. Trastuzumab
      (Herceptin) will be administered as intravenous infusion of 6 mg/kg (loading dose 8 mg/kg)
      every 3 weeks. The chemotherapy consists of a combination of 6 cycles of fluorouracil (800
      mg/m2/day intravenous infusion every 3 weeks) and cisplatin (80 mg/m2 intravenous infusion
      every 3 weeks), or capecitabine (Xeloda, 1000 mg/m2 po twice daily for 14 days every 3 weeks)
      and cisplatin (80 mg/m2 intravenous infusion every 3 weeks). Treatment with trastuzumab
      (Herceptin) will continue until disease progression. The target sample size is 300-600
      patients.
    ",All,18 Years,N/A
