id,title,summary,gender,min_age,max_age
NCT01406509,"Safety of A Group A, C Polysaccharide Meningococcal and Type b Haemophilus Influenzal Conjugate Vaccine in Children","
      Haemophilus influenzae is an important pathogen which can cause primary infection and
      respiratory viral infection in infants and leaded to secondary infections. The infection of
      haemophilus is a major cause of morbidity and mortality in infants and children. At present,
      the developed conjugant Hib vaccine is proved to be safe and effective, 90-99% of children
      will produce antibody of protection after 3 doses. Because Hib vaccine can prevent
      meningitis, pneumonia, epiglottis inflammation and other serious infection caused by Hib
      bacteria, the WHO suggested that Hib vaccine should be included in the infant's normal
      immune programming.

      Since the use of meningitis aureus polysaccharide vaccine, incidence of a disease in recent
      years is declined and maintain to the level of 0.5 per 1/100 thousand. But meningitis aureus
      polysaccharide vaccine with a relatively poor immune response in the infants under the age
      of two, and the remaining 60% with a low antibody level and a short duration.

      According to the present immunization schedule, to reach the median level of antibody levels
      there are at least 4 doses in need. So it is meaningful to improving vaccine immunogenicity,
      to provide high levels of long-term protection and to reduce the number of injections.

      The objective of this study is to evaluate the safety of the group A, C polysaccharide
      meningococcal and type b haemophilus Influenzal Conjugate vaccine.
    ",Both,6 Months,5 Years
NCT01428908,"Immunogenicity and Safety of A Group A, C Polysaccharide Meningococcal and Type b Haemophilus Influenzal Conjugate Vaccine in Infants and Children","
      Haemophilus influenzae is an important pathogen which can cause primary infection and
      respiratory viral infection in infants and leaded to secondary infections. The infection of
      haemophilus is a major cause of morbidity and mortality in infants and children. At present,
      the developed conjugant Hib vaccine is proved to be safe and effective. Because Hib vaccine
      can prevent meningitis, pneumonia, epiglottis inflammation and other serious infection
      caused by Hib bacteria, the WHO suggested that Hib vaccine should be included in the
      infant's normal immune programming.

      Since the use of meningitis aureus polysaccharide vaccine, incidence of a disease in recent
      years is declined and maintain to the level of 0.5 per 1/100 thousand. But meningitis aureus
      polysaccharide vaccine with a relatively poor immune response in the infants under the age
      of two, and the remaining 60% with a low antibody level and a short duration.

      According to the present immunization schedule, to reach the median level of antibody levels
      there are at least 4 doses in need. So it is meaningful to improving vaccine immunogenicity,
      to provide high levels of long-term protection and to reduce the number of injections.

      After the phase I study which was conducted in August, 2011, the safety profile of this
      vaccine is proved to be acceptable. The phase III study is aimed to further evaluate the
      safety and the immunization of the vaccine. The objective of this study is to evaluate the
      safety of the group A, C polysaccharide meningococcal and type b haemophilus influenzal
      conjugate vaccine.
    ",Both,6 Months,5 Years
NCT01501526,Unusual Clinical Findings of Herpes Esophagitis,"
      Herpes esophagitis presents a clinical diagnostic challenge. The investigators report the
      first case of herpes esophagitis presenting as vocal fold palsy in an immunocompetent host.
      The investigators case highlights the importance of performing a detailed laryngoscopic
      examination in any patient with prolonged husky voice.
    ",Male,50 Years,55 Years
NCT01580033,"Phase 3 Study of A Group A, C Polysaccharide Meningococcal and Type b Haemophilus Influenzal Conjugate Vaccine","
      Haemophilus influenzae is an important pathogen which can cause primary infection and
      respiratory viral infection in infants and leaded to secondary infections. The infection of
      haemophilus is a major cause of morbidity and mortality in infants and children. At present,
      the developed conjugant Hib vaccine is proved to be safe and effective. Because Hib vaccine
      can prevent meningitis, pneumonia, epiglottis inflammation and other serious infection
      caused by Hib bacteria, the WHO suggested that Hib vaccine should be included in the
      infant's normal immune programming.

      Since the use of meningitis aureus polysaccharide vaccine, incidence of a disease in recent
      years is declined and maintain to the level of 0.5 per 1/100 thousand. But meningitis aureus
      polysaccharide vaccine with a relatively poor immune response in the infants under the age
      of two, and the remaining 60% with a low antibody level and a short duration.

      The immunogenicity and safety of this vaccine has been proved in older children aged 6-23
      months and 2-5 years. And in the phase I study which was conducted in February, 2012, the
      safety profile of this vaccine is proved to be acceptable in infants aged 3-5 months. The
      phase III study is aimed to further evaluate the safety and the immunization of the vaccine.
      The objective of this study is to evaluate the safety of the group A, C polysaccharide
      meningococcal and type b haemophilus influenzal conjugate vaccine.
    ",Both,3 Months,5 Months
NCT01609101,Oropharyngeal Space in Videolaryngoscopy,"
      In this randomised crossover trial we measure the space between the right side of the
      laryngoscope blade and the right palatopharyngeal wall in a cohort of ASA I-III patients
      with a normal mouth opening. We compare the remaining spaces for seven different
      videolaryngoscopes and compare these to a classic Macintosh laryngoscope.
    ",Both,18 Years,N/A
NCT01682005,Study to Analyze the Clinical and Cost Impact of Complete and Incomplete Rotavirus (RV) Vaccination,"
      This study aims to estimate the clinical and cost impact of RV vaccinations (both Rotateq®
      and Rotarix®) among children aged less than 5 years using insurance claims data from
      commercial plans and Medicaid low-income population. The impact of incomplete and complete
      RV vaccination will also be examined, overall and stratified by age (e.g., 6 weeks to 8
      months, 8 months and onwards ) and calendar time of RV vaccination (e.g., 2006 onward).
    ",Both,N/A,5 Years
NCT01715610,Assessing the Necessity of Prescribing Antibiotics (Clavulin or Clindamycin Versus Placebo) Post-peritonsillar Abscess Drainage,"
      This study aims to look at the necessity for prescribing antibiotics post-drainage of
      peritonsillar abscesses (PTA). This will be a single-blinded randomized-control trial with
      two arms - patients receiving placebo versus those receiving a seven day course of oral
      Amoxicillin-Clavulanic acid. The main objective measure will be to assess if there is
      resolution of the peri-tonsillar abscess and there has been no reaccumulation. Patients will
      be blinded to whether they receive placebo or amoxicillin-clavulanic acid. Patients will be
      phoned after 7 days to assess if their symptoms have resolved via an over the phone
      questionnaire. Anaerobic and aerobic cultures will be obtained.
    ",Both,18 Years,N/A
NCT01749033,A New Insertion Technique for Laryngeal Mask Airway,"
      A laryngeal mask airway (""LMA"") is an airway device that is commonly used and placed under
      general anesthesia to facilitate ventilation of the patient's lungs while anesthetized. It
      is similar to an ""endotracheal tube"" (a breathing tube) but is less invasive. It is also
      placed as a backup when the Anesthesiologist is unable to pass a breathing tube and the
      patient is not adequately ventilating. Unfortunately, an LMA may lead to complications
      similar to those of breathing tube placement, such as sore throat and hoarse voice. Previous
      studies have examined several variables that may affect how often complications occur; these
      variables include giving anti-inflammatory medications and inflating the LMA to different
      pressures (the ""working"" end of the LMA, which rests in the patient's throat, has a cuff
      that is inflated to provide a seal). We are studying the effect of the PLACEMENT TECHNIQUE
      on postoperative sore throat, hoarse voice, and difficulty swallowing. We will be using 3
      placement techniques - the traditional placement technique, a slightly different traditional
      placement technique, and a new technique, abbreviated the ""ELLIA"" method. The hypothesis of
      this study is that a new LMA insertion technique will have no difference in postoperative
      pharyngolaryngeal morbidity including sore throat, dysphagia and dysphonia.
    ",Both,18 Years,70 Years
NCT01790477,Auricular Acupuncture for The Treatment of Post-Tonsillectomy Pain,"
      The goal of this study is to assess the role of battlefield acupuncture in the reduction of
      pain scores status post adult tonsillectomy. Secondary goals of this study include reduction
      in narcotic usage, decreased nausea and vomiting, and evaluating patient factors that lend
      an increased risk of worsening pain or improved response with acupuncture.
    ",Both,18 Years,N/A
NCT01817907,The Effects of Trazodone on Sleep Apnea Severity,"
      In Obstructive sleep apnea (OSA), the upper airway closes over and over again during sleep.
      This leads to disrupted sleep (waking up during the night), daytime sleepiness, and an
      increased risk for developing high blood pressure. Currently, the best treatment for
      obstructive sleep apnea is sleeping with a mask that continuously blows air into the nose
      (i.e. Continuous positive airway pressure [CPAP] treatment). While CPAP treatment stops the
      upper airway from closing in most people, many people have difficulty sleeping with the mask
      in place and therefore do not use the CPAP treatment. This research study is being conducted
      to learn whether using a sedative will improve OSA severity by altering some of the traits
      that are responsible for the disorder.
    ",Both,18 Years,70 Years
NCT01833676,To Compare Effect of Sevoflurane Versus Desflurane on the Return of Swallowing Reflexes in the Elderly,"
      Anaesthesia and surgery has become more common in the elderly as the population survives
      longer. Anaesthesia in the elderly confers a higher risk which is related to the aging
      process and the diseases that accompany seniority. As such, there is a need to provide
      optimal anaesthetic management in order to minimize complications and risks perioperatively.
      One of the changes associated with ageing is the progressive decrease in protective
      laryngeal reflexes. Any depression of upper airway reflexes increases the chance of
      pulmonary aspiration and compromises the maintenance of the airway.

      Desflurane is an inhalational agent strongly favored due to its lower solubility in blood,
      lean tissue and fat as compared to sevoflurane. This enables the agent to be quickly
      eliminated at the end of surgery, with minimal metabolic breakdown, thus facilitating more
      rapid emergence as compared to sevoflurane anesthesia in elderly undergoing general
      anaesthesia. McKay et al conducted a study in 2005 in US, which showed that the choice of
      inhalational agent itself can influence the return of protective airway reflexes. In the
      study, the inhalational agent sevoflurane was found to cause significant impairment of
      swallowing, in comparison with desflurane(1). However, the aforementioned study focussed on
      the general population. As such, the purpose of this study is to determine whether the
      choice of inhalational anesthetic (sevoflurane versus desflurane) has similar influence on
      the return of protective airway reflexes in the geriatric population in Malaysia, and
      whether the significance is greater in the elderly population.
    ",Both,60 Years,85 Years
NCT01894763,Prospective Comparison of Large vs. Small Diameter Esophageal Stents for Palliation of Malignant Dysphagia,"
      Esophageal cancer often causes difficulty swallowing (dysphagia) that can be relieved by
      placement of a stent (a flexible, expandable tube that props open the blockage caused by the
      cancer). Stents are effective but can cause complications. Stents come in different
      diameters. The purpose of this study is to learn if stents of different diameters are more
      or less effective for treatment of dysphagia caused by esophageal cancer.
    ",Both,18 Years,N/A
NCT01925222,Effects of Pneumococcal Vaccine on Nasopharyngeal Carriage,"
      The purpose of this study is to assess the direct effects of the ten-valent pneumococcal
      conjugate vaccine administered to infants on nasopharyngeal carriage at 3 to 5 years of age.

      These children have been vaccinated in infancy in the cluster-randomized Finnish Invasive
      pneumococcal Disease (FinIP) Trial (a separate protocol reported at ClinicalTrials.gov
      Identifier:NCT00861380) during 2009 to 2011.

      Also the indirect effect on nasopharyngeal carriage will be assessed on vaccinees' elder
      non-vaccinated siblings aged 5 to 9 years.
    ",Both,3 Years,9 Years
NCT02013570,Efficacy of Peritonsillar Dexmedetomidine Infiltration for Postadenotonsillectomy Pain,"
      The purpose of the present study is the clinical assessment of the efficacy of preincisional
      peritonsillar infiltration of dexmedetomidine on postoperative pain relief in children
      undergoing adenotonsillectomy.
    ",Both,3 Years,9 Years
NCT02102399,Vocal Warm-up and Respiratory Muscle Training,"
      The purpose of this study is to verify the effects of two speech-pathology interventions:
      vocal warm-up and respiratory training in teachers who work in a public school of the city
      of Salvador-Bahia, with or without complaints of vocal disorders. It is a preventive study
      and the hypothesis is that both approaches can produce positive voice changes, but the Vocal
      Warm-up will produce the most significant changes.
    ",Both,20 Years,60 Years
NCT02217111,Prospective Study of Voice Therapy in Children: A Pilot Study,"
      The purpose of this prospective study is to obtain preliminary data on changes in pre-post
      voice therapy outcomes in children diagnosed with vocal fold nodules, as a function of a
      series of cognitive operations. The primary outcome is voice-related quality of life
      (questionnaire). Secondary outcomes are standard acoustic and aerodynamic measures derived
      from sustained vowel and running speech samples.
    ",Both,4 Years,11 Years
NCT02264353,The Impact of Arousal Threshold in Obstructive Sleep Apnea,"
      The investigators hypothesis is that obstructive sleep apnea (OSA) patients with a low
      arousal threshold may wake up too early during a respiratory event, before upper airway
      muscles can be activated to achieve stable ventilation. Thus, strategies to manipulate the
      respiratory arousal threshold could potentially improve the quality of sleep and sleep
      disordered breathing. Agents that raise arousal threshold are therefore likely to benefit
      some patients with OSA. The overall goal of this project is to determine the importance of
      the arousal threshold in OSA, determine which patients might benefit from a raised arousal
      threshold, and test this hypothesis by using pharmacological manipulation of the arousal
      threshold to achieve this goal.
    ",Both,18 Years,70 Years
NCT02264392,US Guided Versus BlindI&D for Treatment of Soft Tissue Abscesses in the ED,"
      Standard treatment for a soft tissue abscess involves incision over the area of maximum
      fluctuance with drainage of purulence from the abscess cavity. The use of bedside ultrasound
      to guide this drainage has the potential to improve treatment outcomes by ensuring complete
      drainage of the cavity.

      Our hypothesis is that the use of ultrasound for guidance of incision and drainage of soft
      tissue abscesses will decrease treatment failure rate compared to standard blind incision
      and drainage.

      This hypothesis will be tested utilizing a blinded, randomized trial comparing standard
      incision and drainage to ultrasound guided incision and drainage.
    ",Both,1 Month,65 Years
NCT02379130,Early Behavioral Intervention for Preterm Infants,"
      The purpose of this study is to determine the effects of Family Nurture Intervention in
      preschool aged children between 2.5 and 4 years of age who were born prematurely and exhibit
      developmental deficits. The new approach is based on improving aspects of maternal nurturing
      behaviors as well as mother-child co-regulation, which are important to early development.
      Since young children with developmental deficits are often easily upset, mothers will be
      taught how to co-regulate with their child through comfort and calming interactions during 6
      clinic visits. Assessments in the follow-up clinic will test the immediate and long-term
      effects of this new approach to the nurture of children who were born early and demonstrate
      developmental problems.
    ",Both,30 Months,4 Years
NCT02428478,Effect of Desipramine on Genioglossus Muscle Activity in Healthy Adults Study A,"
      Obstructive sleep apnea (OSA) is common and has major health implications but treatment
      options are limited. OSA patients show a marked reduction in upper airway (UA) dilator
      muscle activity at sleep onset and this phenomenon leads to increased collapsibility of UA
      compared to normal subjects. Until recently, the search for medicines to activate pharyngeal
      muscles in sleeping humans has been discouraging. However, exciting new animal research has
      shown that drugs with noradrenergic and antimuscarinic effects can restore pharyngeal muscle
      activity to waking levels. In this protocol the investigators will test the effect of
      desipramine (a tricyclic antidepressant with strong noradrenergic and antimuscarinic
      effects) on genioglossus muscle activity (EMG GG) during sleep in healthy control subjects.
    ",Both,18 Years,60 Years
NCT02436031,Effect of Desipramine on Upper Airway Collapsibility and Genioglossus Muscle Activity in Patients With Obstructive Sleep Apnea - Study B,"
      Obstructive sleep apnea (OSA) is common and has major health implications but treatment
      options are limited. OSA patients show a marked reduction in upper airway (UA) dilator
      muscle activity at sleep onset and this phenomenon leads to increased collapsibility of UA
      compared to normal subjects. Until recently, the search for medicines to activate pharyngeal
      muscles in sleeping humans has been discouraging. However, exciting new animal research has
      shown that drugs with noradrenergic and antimuscarinic effects can restore pharyngeal muscle
      activity to waking levels. In this protocol the investigators will test the effect of
      desipramine (a tricyclic antidepressant with strong noradrenergic and antimuscarinic
      effects) on upper airway collapsibility and genioglossus muscle activity (EMG GG) during
      sleep in OSA patients.
    ",Both,18 Years,60 Years
NCT02464527,Stimulus-Stimulus Pairing Study,"
      The purpose of the current study is to deliver the SSP procedure to children diagnosed with
      autism that do not have vocal language. The study will also aim to gather data in the
      natural environment using a voice recorder.
    ",Both,24 Months,47 Months
NCT02610868,Open-Label and Single-Arm Study of MYOBLOC® in the Treatment of Troublesome Sialorrhea in Adults,"
      Multicenter, open-label, outpatient study of the safety and effectiveness of repeated doses
      of MYOBLOC over a 1-year duration in adult subjects with troublesome sialorrhea.
    ",Both,18 Years,85 Years
NCT00000577,Asthma Clinical Research Network (ACRN),"
      This study will establish a network of interactive asthma clinical research groups to
      evaluate current therapies, new therapies, and management strategies for adult asthma.
    ",Both,18 Years,75 Years
NCT00001716,Effects of Nitric Oxide and Nitroglycerin in Patients With Sickle Cell Anemia,"
      Sickle cell anemia is the most common genetic disease affecting African-Americans. About 1
      in every 1000 African-Americans has the disease and 1 in every 12 carry the genes that could
      be passed on to their children. People with sickle cell anemia have abnormal hemoglobin, the
      molecules responsible for carrying oxygen in the blood. The abnormal hemoglobin can cause
      damage to the red blood cells. The damaged red blood cell may then stick in the blood
      vessels and cause pain and injury to organs. Some of the complications caused by the
      sticking of blood cells are called acute pain crisis and acute chest syndrome (ACS).

      Nitric oxide (NO) is a gas that has been proposed as a possible therapy for the ACS
      complication of sickle cell anemia. Studies have shown that NO may favorably affect sickle
      cell hemoglobin molecules, thereby improving blood flow through small vessels.

      This study is designed to evaluate the effects of NO, when taken in combination with a drug
      called nitroglycerin on patients with sickle cell anemia and normal volunteers. The effects
      of these two drugs only last while the patient is receiving them. Researchers hope the
      information learned from this study will help to develop new therapies for sickle cell
      anemia.
    ",Both,N/A,N/A
NCT00001845,Study of Brain Blood Flow During Induced Hypercapnia (Excess Blood Carbon Dioxide),"
      This study will evaluate magnetic resonance imaging (MRI ) methods for measuring changes in
      the brain's blood flow during hypercapnia (a condition of excess carbon dioxide in the
      blood). MRI is a diagnostic tool that uses a large magnet and radio waves to produce images
      of the body without X-rays.

      Healthy normal volunteers in this study may have as many as six MRI scans over a 2-year
      period. For this procedure, the person lies on a stretcher placed in a strong magnetic field
      produced by the MRI machine. During the scan, the person's blood carbon dioxide (CO2 )
      levels will be increased either by: 1) breathing air mixtures containing up to 5% CO2; or 2)
      receiving an intravenous (I.V.) injection of a drug called acetazolamide.

      Persons who breathe CO2 will have their heart rate, blood pressure and oxygen levels
      monitored throughout the procedure. Those receiving acetazolamide will have the drug
      injected intravenously (I.V.) into an arm vein. If the volunteer experiences any unpleasant
      side effects from the CO2 or acetazolamide, the study will be stopped.

      The information gained from this study will be used to develop better ways to study brain
      function, possibly leading to better diagnostic and treatment methods.
    ",Both,N/A,N/A
NCT00006318,Role of Prostaglandins in the Regulation of Brain Blood Flow,"
      This study will use magnetic resonance imaging (MRI) to examine the role of prostaglandins-a
      type of fatty acid with hormone-like actions-in the regulation of brain blood flow. The
      results will provide information on how to better use this technique to study brain
      function, which, in turn, may lead to a better understanding of certain illnesses and more
      effective treatments.

      Healthy normal volunteers 18 years of age and older may be eligible for this study.
      Participants will fill out a health questionnaire and undergo a history, physical
      examination and MRI studies. MRI is a diagnostic tool that uses a strong magnetic field and
      radio waves instead of X-rays to show structural and chemical changes in tissues. During the
      scanning, the subject lies on a table in a narrow cylinder containing a magnetic field. An
      intercom system allows the subject to speak with the staff member performing the study at
      all times during the procedure. Four separate studies will be done-two carbon dioxide
      inhalation studies and two functional activation studies-as follows:

      Carbon dioxide inhalation (indomethacin): This study is done in two parts. In both parts, an
      MRI brain scan is done. During the scan, the subject inhales an air mixture containing 6%
      carbon dioxide through a facemask or mouthpiece. Blood pressure and heart rate are monitored
      during inhalation of the mixture. For the second part of the study, indomethacin-a
      non-steroidal anti-inflammatory drug-is injected through a catheter (thin flexible tube) in
      an arm vein. Indomethacin inhibits prostaglandin production. Total scan time averages
      between 45 and 90 minutes, with a maximum of 2 hours.

      Carbon dioxide inhalation (rofecoxib and celecoxib): This study is identical to the one
      above, except either rofecoxib or celecoxib is given instead of indomethacin. Both of these
      drugs are also non-steroidal anti-inflammatory drugs that inhibit prostaglandin production.
      Unlike indomethacin, rofecoxib and celecoxib are given orally instead of through a vein, so,
      to allow time for the drug to be absorbed, the second scan is delayed for 2 hours.

      Functional activation (indomethacin): This study is done in two parts. In both parts, a MRI
      brain scan is done. During the study, the subject performs a simple motor task, such as
      finger tapping. For the second part of the study, indomethacin is injected through a
      catheter in an arm vein.

      Functional activation (rofecoxib and celecoxib): This study is identical to the indomethacin
      functional activation study, except either rofecoxib or celecoxib is given instead of
      indomethacin. Because they are given orally instead of through a vein, the second scan is
      delayed 2 hours to allow time for the drug to be absorbed.
    ",Both,N/A,N/A
NCT00029510,Magnesium and Asthma - Clinical Trials,"
      Asthma currently affects an estimated 15 million Americans. A number of studies have found
      an association between low dietary magnesium (Mg) intake and increased asthma incidence and
      severity of symptoms. However, clinical intervention trials are necessary to directly assess
      whether there is a true protective or preventative causal relationship between low Mg and
      asthma. In our study, we will assess the effects of 6 1/2 months of oral Mg supplements or
      placebo on clinical markers of asthma control, indirect biomarkers of inflammation,
      bronchial hyperresponsiveness, and indices of oxidative defense and damage in subjects with
      mild to moderate persistent asthma.
    ",Both,21 Years,55 Years
NCT00092885,An Approved Drug to Study a New Indication for Seasonal Allergic Rhinitis in Patients With Asthma (0476-269),"
      The purpose of this study is to determine the effect of an approved medication on the
      symptoms of seasonal allergic rhinitis (a seasonal variety of inflammation of the mucous
      membrane of the nose) in patients who are experiencing symptoms of seasonal allergic
      rhinitis and asthma.
    ",Both,15 Years,85 Years
NCT00220753,Air Cleaners for Children and Adolescents With Asthma and Dog Allergy,"
      The purpose is to find out if Icleen IQAir, HEPA-filter air cleaners with high capacity and
      pre-set speed functions, have a beneficial effect on patients with asthma and allergy to
      dogs.

      Air cleaners will be installed in the bedrooms and living rooms in the homes of children and
      adolescents aged 8-17 years at the study entry, with allergy to dogs, but not to house dust
      mites.

      The investigators will look upon the significance of this study, and of a previous study
      with a similar design and the same main parameters to find out if this trial supports the
      results of the first trial by the same project leader, or makes it likely that the seemingly
      beneficial effects of the first study occurred by chance.

      Main parameters:

        -  hyperventilation cold air challenge test

      Supportive parameters:

        -  serum ECP

        -  symptom scores

      The trial will be a parallel, double blind placebo controlled one.
    ",Both,8 Years,17 Years
NCT00273962,A Comparison of Combivent UDV (Ipratropium 500mcg and Salbutamol 2.5mg) and Salbutamol UDV Alone (2.5mg),"
      To compare the bronchodilator efficacy of ipratropium plus salbutamol (Combivent) with
      salbutamol alone given every 20 minutes for three doses in asthmatic children with severe
      acute exacerbation
    ",Both,2 Years,10 Years
NCT00287378,Effect of Ozone on Airway Inflammation in Allergic Asthmatics Treated With Omalizumab,"
      Ozone can cause acute airway inflammation in both asthmatics and normal volunteers. However,
      in asthmatics ozone can cause episodes of worsening of asthma. We want to learn if chronic
      allergic response, known as ""IgE-induced airway inflammation"" is what causes the increased
      inflammation in response to ozone. To do this we will examine the response to ozone in a
      group of asthmatics treated with omalizumab, a medicine available and approved for use in
      people with asthma, or a placebo control. The placebo for this study is inert physiologic
      saline (""salt water"") which contains no omalizumab. Both the omalizumab and the placebo will
      be administered as an injection under the skin. Omalizumab, also called Xolair, is a
      humanized monoclonal antibody, which means that it originally was produced in mice, then
      genetically engineered to look more like human than mouse antibody. Omalizumab inactivates
      IgE, a protein our own immune systems make as part of allergic reactions. The purpose of
      this study is to test the hypothesis that omalizumab, by blocking this aspect of allergic
      reactions, will decrease the number of inflammatory cells in the airway after ozone
      challenge. We also hypothesize that omalizumab will decrease the effects of ozone on changes
      in lung function, mucociliary clearance (a measure of how quickly mucus clears form the
      airway) and airway reactivity. Airway reactivity is a measure of how sensitive the airways
      are to a medication used to diagnose asthma, called methacholine. We will examine these as
      additional information we can learn during the course of the study. This is a blinded study,
      meaning that neither you nor the researchers know if you get the active drug or placebo, but
      that information can be obtained if needed. The placebo is an injection of inert
      physiological saline (""salt water"") which contains no omalizumab.
    ",Both,18 Years,50 Years
NCT00304304,HealthSpark 2: Improving Asthma Care for Preschool Children,"
      From a previous community needs survey, we determined that asthma was a particular problem
      in our community-based research network of child care centers. This study will examine
      whether a moderate intervention can help these centers improve their ""asthma-friendly""
      rating as per NHLBI guidelines. We will both center directors and parents to establish
      baseline data on child health and the ""asthma-friendliness"" of each center. We will use a
      wait-list control, with all centers eventually receiving the intervention.
    ",Both,1 Year,5 Years
NCT00346398,Promoting Tolerance to Common Allergens in High-Risk Children: Global Prevention of Asthma in Children (GPAC) Study,"
      The purpose of this study is to determine whether early childhood exposure to common
      allergens (substances that can trigger allergies and asthma) can prevent the development of
      asthma in children at high risk for developing the disease.
    ",Both,12 Months,30 Months
NCT00377663,Internet-Based Program to Improve Asthma Management in Children,"
      Asthma is a respiratory condition that affects millions of children. It can be controlled,
      however, with the proper medications and treatment. AsthmaNet, an internet-based asthma
      management system, aims to improve the asthma care of children by providing their parents
      and doctors with appropriate tools and feedback related to asthma management. The purpose of
      this study is to evaluate the effectiveness of AsthmaNet at improving quality of care and
      controlling asthma symptoms in children.
    ",Both,2 Years,10 Years
NCT00426634,Children With Asthma in New Orleans After Hurricane Katrina,"
      This study will examine whether exposure to the increased levels of mold and other allergens
      in New Orleans post-Hurricane Katrina affect symptoms in children with asthma. It will also
      determine if having an asthma counselor (AC) can reduce a child s asthma symptoms in this
      setting. An AC helps the families in the study obtain appropriate health care, medicines and
      social services for their asthmatic child and instructs them about avoiding allergens and
      ridding allergens from the home.

      Children between 4 and 12 years of age living in Orleans Parish or surrounding areas
      impacted by flooding who have moderate to severe asthma may be eligible for this study.

      Parents provide a family medical history and information about the child s asthma symptoms,
      medications and medical history. The children undergo the following procedures:

        -  Medical examination and blood tests

        -  Spirometry (for children 6 and older) or peak flow (for children under 6) test: For
           spirometry, the child wears a nose clip and breathes into a mouthpiece attached to a
           machine that measures how fast air moves out of the child s lungs. For the peak flow
           meter test, the child blows into a plastic tube after taking a deep breath.

        -  Allergy skin testing: 24 common allergens are applied to the arm by little pricks or
           scratches and the skin is observed for reactions to the allergens.

      Study staff visit the participants homes three times during the 1-year study to test for
      moisture, mold and other allergens. After the first visit, families are randomly assigned to
      one of two groups. Group 1 participants attend two educational group sessions about asthma
      and then three individual sessions. An AC visits the home one time during the study to
      instruct the family on how to use supplies provided to reduce allergens in the home. Group 2
      participants have an individual special teaching meeting with the AC at the end of the
      study. After the meeting, the AC visits the home to instruct the family on use of the
      supplies.

      Families are surveyed by phone every 3 months during the study to answer questions about the
      child s asthma attacks, medicines used, doctor visits, school days, missed, or work days
      missed to care for the child. At the end of the study, the child has a final medical
      examination, blood test, and breathing test.
    ",Both,4 Years,12 Years
NCT00428753,China Case Control Avian Influenza,"
      This study will determine risk factors of human infection with avian influenza A virus, also
      known as bird flu virus. Certain risk factors such as exposure to poultry, travel history,
      health status, and other factors may affect one's risk of getting bird flu. Study
      participants will include individuals, older than age 1, that tested positive for influenza
      A (H5N1) in a previous surveillance program and controls (individuals that have not tested
      positive for avian influenza A (H5N1) and have no fever or respiratory symptoms). There will
      be 1 study visit during which volunteers will be asked detailed questions about their
      health, work, and travel habits. Study participants will be asked to donate a blood sample
      to test for antibodies, the part of the blood that fights infection.
    ",Both,1 Year,N/A
NCT00489346,A Study to Evaluate MK0476 and Fluticasone to Control Asthma in Patients With Mild Persistent Asthma (0476-910),"
      A study to evaluate MK0476 and Fluticasone to control asthma in patients with mild
      persistent asthma.
    ",Both,6 Years,14 Years
NCT00521040,Efficacy and Safety of Levocetirizine 8 Weeks Prior and After the Onset of the Grass Pollen Season in Subjects With SAR,"
      Efficacy and Safety of Levocetirizine 8 Weeks Prior and After the Onset of the Grass Pollen
      Season in Subjects With SAR
    ",Both,12 Years,N/A
NCT00549120,Optimising the Propranolol Block Model,"
      Optimising the propranolol block model
    ",Both,18 Years,50 Years
NCT00569361,Nasal Epithelium Gene Expression Profiling in Child Respiratory Allergic Disease,"
      Using a human pangenomic microarray, the researchers established expression profiles of
      nasal epithelial cells, collected by brushing of patients belonging to one of four distinct
      groups:

        1. allergic rhinitis to dust mite (AR) isolated (n=12),

        2. AR associated with bronchial hyperreactivity (n=12),

        3. AR associated with asthma (n=14),

        4. control (n=14).
    ",Both,6 Years,17 Years
NCT00660322,Using the Telephone to Improve Care in Childhood Asthma,"
      Asthma is the most common chronic disease of childhood and a major cause of morbidity in the
      United States. If asthma symptoms are controlled, a child with asthma can stay well and lead
      a normal life. Daily use of inhaled steroids controls symptoms and reduces morbidity and
      emergent health care utilization in children with persistent asthma, and is safe for
      long-term use. However, inhaled steroids are underused in community asthma care.

      The Telephone Asthma Program (TAP) is a series of brief, telephone calls with a trained
      coach to help the parent manage the child's asthma care. The coach will teach
      self-management skills, help the parent to use the child's asthma medicines effectively,
      provide support and remind the parent to go for follow-up care with the pediatrician. We
      hypothesized that the Telephone Asthma Program will reduce the incidence of acute
      exacerbations of asthma that require emergent care, improve the quality of life of children
      with asthma and their parents, and increase the daily use of inhaled steroids in children
      with persistent asthma. We evaluated the Telephone Asthma Program in a randomized controlled
      trial involving 362 children aged 5 to 12 years old cared for by community pediatricians.
      Eligible children were randomized to the TAP program or usual care by their pediatrician.
    ",Both,5 Years,12 Years
NCT00710450,"Effect of Montelukast on Basophils, In-vitro","
      Subjects with either allergic asthma or allergic rhinitis will be recruited to obtain blood.
      This blood will be used to be stimulated with to whatever the patient allergic. In the
      laboratory, this stimulated blood will be measured for histamine, leukotrienes, IL-13 and
      IL-3. These are chemicals responsible for allergy symptoms.
    ",Both,12 Years,N/A
